Chr	Start	Stop	GeneID	Max_norm_counts	RH4_dCBP1_072221_CWRU	RH4_DMSO_072221_CWRU	Norm_RH4_dCBP1_072221_CWRU	Norm_RH4_DMSO_072221_CWRU
2	231460368	231460442	SNORD82	0.00	0	0	0.00	0.00
1	173864146	173864222	SNORD81	0.00	0	0	0.00	0.00
1	173864833	173864903	SNORD80	0.00	0	0	0.00	0.00
14	21397293	21397401	SNORD8	6.25	62.4	36.74	6.25	3.68
1	173865350	173865430	SNORD79	0.00	0	0	0.00	0.00
1	173865622	173865686	SNORD78	0.00	0	0	0.00	0.00
8	100004582	100004651	SNORD77B	0.00	0	0	0.00	0.00
1	173866301	173866370	SNORD77	0.00	0	0	0.00	0.00
1	173866635	173866715	SNORD76	0.00	0	0	0.00	0.00
1	173866879	173866938	SNORD75	0.00	0	0	0.00	0.00
21	16284696	16284768	SNORD74B	0.00	0	0	0.00	0.00
1	173867674	173867745	SNORD74	0.00	0	0	0.00	0.00
4	151102057	151102131	SNORD73B	0.00	0	0	0.00	0.00
4	151103827	151103891	SNORD73A	0.00	0	0	0.00	0.00
5	40832656	40832735	SNORD72	0.00	0	0	0.00	0.00
16	71758402	71758487	SNORD71	0.00	0	0	0.00	0.00
2	202278113	202278187	SNORD70B	0.00	0	0	0.00	0.00
2	202276431	202276518	SNORD70	0.00	0	0	0.00	0.00
17	35573657	35573753	SNORD7	0.00	0	0	0.00	0.00
3	52692736	52692812	SNORD69	0.00	0	0	0.00	0.00
16	89561430	89561501	SNORD68	0.00	0	0	0.00	0.00
11	46762389	46762499	SNORD67	0.00	0	0	0.00	0.00
3	184325696	184325771	SNORD66	0.00	0	0	0.00	0.00
7	23396446	23396516	SNORD65C	0.00	0	0	0.00	0.00
8	41426655	41426727	SNORD65B	0.00	0	0	0.00	0.00
17	16441226	16441298	SNORD65	0.00	0	0	0.00	0.00
15	24985100	24985166	SNORD64	0.00	0	0	0.00	0.00
5	138558969	138559041	SNORD63B	0.00	0	0	0.00	0.00
5	138561043	138561110	SNORD63	0.00	0	0	0.00	0.00
9	131490486	131490571	SNORD62B	0.00	0	0	0.00	0.00
9	131485665	131485750	SNORD62A	0.00	0	0	0.00	0.00
X	136879199	136879271	SNORD61	0.00	0	0	0.00	0.00
16	2155023	2155105	SNORD60	0.00	0	0	0.00	0.00
11	93731503	93731573	SNORD6	0.00	0	0	0.00	0.00
12	56643680	56643754	SNORD59B	0.00	0	0	0.00	0.00
12	56645027	56645101	SNORD59A	0.00	0	0	0.00	0.00
18	49489235	49489324	SNORD58C	0.00	0	0	0.00	0.00
18	49491664	49491729	SNORD58B	0.00	0	0	0.00	0.00
18	49491283	49491347	SNORD58A	0.00	0	0	0.00	0.00
20	2656939	2657010	SNORD57	0.00	0	0	0.00	0.00
14	71398337	71398407	SNORD56B	0.00	0	0	0.00	0.00
20	2656624	2656694	SNORD56	0.00	0	0	0.00	0.00
1	44775865	44775938	SNORD55	0.00	0	0	0.00	0.00
8	56073839	56073901	SNORD54	0.00	0	0	0.00	0.00
2	28927983	28928060	SNORD53B	0.00	0	0	0.00	0.00
2	28927067	28927144	SNORD53	0.00	0	0	0.00	0.00
6	31837076	31837139	SNORD52	0.00	0	0	0.00	0.00
2	206161881	206161950	SNORD51	0.00	0	0	0.00	0.00
6	85677589	85677659	SNORD50B	0.00	0	0	0.00	0.00
6	85677294	85677368	SNORD50A	0.00	0	0	0.00	0.00
11	93733228	93733300	SNORD5	0.00	0	0	0.00	0.00
17	28723681	28723754	SNORD4B	0.00	0	0	0.00	0.00
17	28722582	28722653	SNORD4A	0.00	0	0	0.00	0.00
17	16439509	16439556	SNORD49B	0.00	0	0	0.00	0.00
17	16440036	16440106	SNORD49A	0.00	0	0	0.00	0.00
6	31835263	31835326	SNORD48	0.00	0	0	0.00	0.00
1	173864369	173864445	SNORD47	0.00	0	0	0.00	0.00
1	44776492	44776589	SNORD46	0.00	0	0	0.00	0.00
1	75787072	75787149	SNORD45C	0.00	0	0	0.00	0.00
1	75789477	75789547	SNORD45B	0.00	0	0	0.00	0.00
1	75787889	75787972	SNORD45A	0.00	0	0	0.00	0.00
1	173865968	173866028	SNORD44	0.00	0	0	0.00	0.00
22	39319052	39319113	SNORD43	0.00	0	0	0.00	0.00
17	28720550	28720616	SNORD42B	0.00	0	0	0.00	0.00
17	28723430	28723491	SNORD42A	0.00	0	0	0.00	0.00
19	12706449	12706518	SNORD41	0.00	0	0	0.00	0.00
14	85271932	85272061	SNORD3P3	0.00	0	0	0.00	0.00
2	169816279	169816378	SNORD3K	0.00	0	0	0.00	0.00
10	43417250	43417440	SNORD3J	0.00	0	0	0.00	0.00
8	9058539	9058630	SNORD3I	0.00	0	0	0.00	0.00
8	97358265	97358474	SNORD3H	0.00	0	0	0.00	0.00
1	90657750	90657963	SNORD3G	0.00	0	0	0.00	0.00
8	20614829	20614926	SNORD3F	0.00	0	0	0.00	0.00
X	70846081	70846295	SNORD3E	0.00	0	0	0.00	0.00
17	19112420	19112636	SNORD3D	0.00	0	0	0.00	0.00
17	19190029	19190245	SNORD3C	0.15	1.47	0	0.15	0.00
17	19063920	19064136	SNORD3B-2	0.12	0	1.18	0.00	0.12
17	19061912	19062128	SNORD3B-1	0.12	0	1.18	0.00	0.12
17	19188016	19188232	SNORD3A	478.06	3959.06	4774.37	396.50	478.06
8	39018616	39018685	SNORD38D	0.00	0	0	0.00	0.00
3	53333061	53333127	SNORD38C	0.00	0	0	0.00	0.00
1	44778390	44778458	SNORD38B	0.00	0	0	0.00	0.00
1	44777842	44777912	SNORD38A	0.00	0	0	0.00	0.00
19	3982507	3982572	SNORD37	0.00	0	0	0.00	0.00
9	133350846	133350913	SNORD36C	0.00	0	0	0.00	0.00
9	133350094	133350164	SNORD36B	0.00	0	0	0.00	0.00
9	133350456	133350527	SNORD36A	0.00	0	0	0.00	0.00
19	49497719	49497806	SNORD35B	0.00	0	0	0.00	0.00
19	49491175	49491260	SNORD35A	0.00	0	0	0.00	0.00
19	49490907	49490972	SNORD34	0.00	0	0	0.00	0.00
19	49490617	49490699	SNORD33	0.00	0	0	0.00	0.00
6	29582252	29582328	SNORD32B	0.00	0	0	0.00	0.00
19	49489966	49490047	SNORD32A	0.00	0	0	0.00	0.00
13	107320895	107320963	SNORD31B	0.00	0	0	0.00	0.00
11	62853326	62853393	SNORD31	0.00	0	0	0.00	0.00
11	62853663	62853732	SNORD30	0.00	0	0	0.00	0.00
11	62853904	62853968	SNORD29	0.00	0	0	0.00	0.00
6	156378750	156378824	SNORD28B	0.00	0	0	0.00	0.00
11	62854621	62854695	SNORD28	0.00	0	0	0.00	0.00
11	62855012	62855083	SNORD27	0.00	0	0	0.00	0.00
11	62855292	62855366	SNORD26	0.00	0	0	0.00	0.00
11	62855565	62855631	SNORD25	0.00	0	0	0.00	0.00
9	133349396	133349470	SNORD24	0.00	0	0	0.00	0.00
19	47755853	47755962	SNORD23	0.00	0	0	0.00	0.00
11	62852910	62853035	SNORD22	3.44	34.37	24.15	3.44	2.42
1	92837289	92837383	SNORD21	0.00	0	0	0.00	0.00
2	231456444	231456523	SNORD20	0.00	0	0	0.00	0.00
3	186784796	186784865	SNORD2	0.00	0	0	0.00	0.00
17	76558790	76558869	SNORD1C	0.00	0	0	0.00	0.00
17	76561108	76561193	SNORD1B	0.00	0	0	0.00	0.00
17	76561633	76561706	SNORD1A	0.00	0	0	0.00	0.00
3	52691378	52691444	SNORD19C	0.00	0	0	0.00	0.00
3	52690738	52690830	SNORD19B	0.00	0	0	0.00	0.00
3	52689240	52689315	SNORD19	0.00	0	0	0.00	0.00
15	66501252	66501318	SNORD18C	0.00	0	0	0.00	0.00
15	66502022	66502091	SNORD18B	0.00	0	0	0.00	0.00
15	66503245	66503314	SNORD18A	0.00	0	0	0.00	0.00
19	39468222	39468293	SNORD175	0.00	0	0	0.00	0.00
8	103308978	103309081	SNORD173	0.00	0	0	0.00	0.00
10	75021733	75021791	SNORD172	0.00	0	0	0.00	0.00
5	14463983	14464067	SNORD170	0.00	0	0	0.00	0.00
20	17962710	17962946	SNORD17	36.94	364.89	368.94	36.54	36.94
14	69978133	69978196	SNORD169	0.00	0	0	0.00	0.00
8	117920856	117920913	SNORD168	0.00	0	0	0.00	0.00
1	1304729	1304812	SNORD167	0.00	0	0	0.00	0.00
6	111113834	111113939	SNORD166	0.00	0	0	0.00	0.00
7	4837388	4837450	SNORD165	0.00	0	0	0.00	0.00
11	35162950	35163010	SNORD164	0.00	0	0	0.00	0.00
17	16153133	16153196	SNORD163	0.00	0	0	0.00	0.00
4	4664326	4664423	SNORD162	0.00	0	0	0.00	0.00
4	78288985	78289050	SNORD161	0.00	0	0	0.00	0.00
1	44762035	44762107	SNORD160	0.00	0	0	0.00	0.00
15	66502811	66502910	SNORD16	0.00	0	0	0.00	0.00
11	75404421	75404566	SNORD15B	11.47	114.5	88.74	11.47	8.89
11	75400391	75400538	SNORD15A	0.00	0	0	0.00	0.00
21	46194090	46194159	SNORD159	0.00	0	0	0.00	0.00
10	116194732	116194789	SNORD158	0.00	0	0	0.00	0.00
19	55402590	55402657	SNORD157	0.00	0	0	0.00	0.00
6	75128709	75128782	SNORD156	0.00	0	0	0.00	0.00
3	115905066	115905126	SNORD155	0.00	0	0	0.00	0.00
20	40714572	40714623	SNORD154	0.00	0	0	0.00	0.00
11	134151288	134151363	SNORD153	0.00	0	0	0.00	0.00
19	38163096	38163149	SNORD152	0.00	0	0	0.00	0.00
7	47464720	47464803	SNORD151	0.00	0	0	0.00	0.00
11	119190567	119190641	SNORD150	0.00	0	0	0.00	0.00
11	123058077	123058156	SNORD14E	0.00	0	0	0.00	0.00
11	123058909	123058995	SNORD14D	0.00	0	0	0.00	0.00
11	123059335	123059422	SNORD14C	0.00	0	0	0.00	0.00
11	17075778	17075868	SNORD14B	0.00	0	0	0.00	0.00
11	17074653	17074744	SNORD14A	0.00	0	0	0.00	0.00
8	143506185	143506248	SNORD149	0.00	0	0	0.00	0.00
16	46886421	46886474	SNORD148	0.00	0	0	0.00	0.00
11	16925938	16926022	SNORD147	0.00	0	0	0.00	0.00
3	47661565	47661694	SNORD146	0.00	0	0	0.00	0.00
1	44670957	44671056	SNORD145	0.00	0	0	0.00	0.00
4	82898140	82898225	SNORD144	0.00	0	0	0.00	0.00
4	82895853	82895928	SNORD143	0.00	0	0	0.00	0.00
10	3134104	3134298	SNORD142	0.00	0	0	0.00	0.00
5	14652278	14652382	SNORD141B	144.03	1438.13	0	144.03	0.00
9	133020430	133020534	SNORD141A	144.03	1438.13	0	144.03	0.00
22	41073602	41073721	SNORD140	0.00	0	0	0.00	0.00
3	47250517	47250609	SNORD13J	0.00	0	0	0.00	0.00
11	100934274	100934378	SNORD13I	0.00	0	0	0.00	0.00
16	69708572	69708675	SNORD13H	0.00	0	0	0.00	0.00
13	95210344	95210448	SNORD13G	0.00	0	0	0.00	0.00
11	66053144	66053228	SNORD13F	0.00	0	0	0.00	0.00
15	65696833	65696936	SNORD13E	0.00	0	0	0.00	0.00
15	57278567	57278657	SNORD13D	0.00	0	0	0.00	0.00
1	150261694	150261797	SNORD13C	0.00	0	0	0.00	0.00
5	71088632	71088735	SNORD13B-2	0.00	0	0	0.00	0.00
5	69539161	69539264	SNORD13B-1	0.00	0	0	0.00	0.00
22	39316842	39316896	SNORD139	0.00	0	0	0.00	0.00
5	86620506	86620568	SNORD138	0.00	0	0	0.00	0.00
9	12972555	12972633	SNORD137	0.00	0	0	0.00	0.00
3	52688887	52689033	SNORD136	0.00	0	0	0.00	0.00
19	12703597	12703671	SNORD135	0.00	0	0	0.00	0.00
17	82089960	82090140	SNORD134	1.43	12.91	14.28	1.29	1.43
12	50456571	50456786	SNORD133	218.92	2145.78	2186.37	214.90	218.92
2	110658150	110658249	SNORD132	0.00	0	0	0.00	0.00
11	1949331	1949476	SNORD131	0.00	0	0	0.00	0.00
10	28073237	28073378	SNORD130	0.00	0	0	0.00	0.00
8	33513475	33513578	SNORD13	0.00	0	0	0.00	0.00
20	49278945	49279023	SNORD12C	0.00	0	0	0.00	0.00
20	49280313	49280415	SNORD12B	0.00	0	0	0.00	0.00
10	7186680	7186784	SNORD129	0.00	0	0	0.00	0.00
1	8494800	8494913	SNORD128	0.00	0	0	0.00	0.00
14	45110875	45110975	SNORD127	0.00	0	0	0.00	0.00
14	20326441	20326539	SNORD126	0.00	0	0	0.00	0.00
22	29333163	29333258	SNORD125	0.00	0	0	0.00	0.00
17	40027542	40027645	SNORD124	0.00	0	0	0.00	0.00
5	9548827	9548914	SNORD123	0.00	0	0	0.00	0.00
9	33934297	33934375	SNORD121B	0.00	0	0	0.00	0.00
9	33952764	33952854	SNORD121A	0.00	0	0	0.00	0.00
20	49280683	49280772	SNORD12	0.00	0	0	0.00	0.00
2	202291317	202291428	SNORD11B	0.00	0	0	0.00	0.00
20	2462952	2463047	SNORD119	0.00	0	0	0.00	0.00
17	8173452	8173588	SNORD118	1.46	14.6	10.76	1.46	1.08
6	31536374	31536449	SNORD117	0.00	0	0	0.00	0.00
15	25073106	25073202	SNORD116-9	0.00	0	0	0.00	0.00
15	25070431	25070527	SNORD116-8	0.00	0	0	0.00	0.00
15	25067787	25067883	SNORD116-7	0.00	0	0	0.00	0.00
15	25065025	25065122	SNORD116-6	0.00	0	0	0.00	0.00
15	25062332	25062428	SNORD116-5	0.00	0	0	0.00	0.00
15	25059537	25059634	SNORD116-4	0.00	0	0	0.00	0.00
15	25108268	25108352	SNORD116-30	0.00	0	0	0.00	0.00
15	25056859	25056955	SNORD116-3	0.00	0	0	0.00	0.00
15	25106520	25106604	SNORD116-29	0.00	0	0	0.00	0.00
15	25104641	25104733	SNORD116-28	0.00	0	0	0.00	0.00
15	25101574	25101667	SNORD116-27	0.00	0	0	0.00	0.00
15	25099498	25099595	SNORD116-26	0.00	0	0	0.00	0.00
15	25097662	25097755	SNORD116-25	0.00	0	0	0.00	0.00
15	25094036	25094129	SNORD116-24	0.00	0	0	0.00	0.00
15	25091785	25091878	SNORD116-23	0.00	0	0	0.00	0.00
15	25089922	25090015	SNORD116-22	0.00	0	0	0.00	0.00
15	25088803	25088896	SNORD116-21	0.00	0	0	0.00	0.00
15	25087661	25087754	SNORD116-20	0.00	0	0	0.00	0.00
15	25054209	25054305	SNORD116-2	0.00	0	0	0.00	0.00
15	25086526	25086619	SNORD116-19	0.00	0	0	0.00	0.00
15	25085384	25085477	SNORD116-18	0.00	0	0	0.00	0.00
15	25083587	25083680	SNORD116-17	0.00	0	0	0.00	0.00
15	25082767	25082860	SNORD116-16	0.00	0	0	0.00	0.00
15	25081286	25081379	SNORD116-15	0.00	0	0	0.00	0.00
15	25080141	25080234	SNORD116-14	0.00	0	0	0.00	0.00
15	25079057	25079150	SNORD116-13	0.00	0	0	0.00	0.00
15	25077050	25077143	SNORD116-12	0.00	0	0	0.00	0.00
15	25075928	25076021	SNORD116-11	0.00	0	0	0.00	0.00
15	25074113	25074216	SNORD116-10	0.00	0	0	0.00	0.00
15	25051476	25051572	SNORD116-1	0.00	0	0	0.00	0.00
15	25185631	25185712	SNORD115-9	0.00	0	0	0.00	0.00
15	25184306	25184387	SNORD115-8	0.00	0	0	0.00	0.00
15	25182385	25182466	SNORD115-7	0.00	0	0	0.00	0.00
15	25180497	25180578	SNORD115-6	0.00	0	0	0.00	0.00
15	25178738	25178819	SNORD115-5	0.00	0	0	0.00	0.00
15	25269783	25269858	SNORD115-48	0.00	0	0	0.00	0.00
15	25268517	25268549	SNORD115-47	0.00	0	0	0.00	0.00
15	25266591	25266661	SNORD115-46	0.00	0	0	0.00	0.00
15	25264527	25264579	SNORD115-45	0.00	0	0	0.00	0.00
15	25250859	25250940	SNORD115-44	0.00	0	0	0.00	0.00
15	25249198	25249279	SNORD115-43	0.00	0	0	0.00	0.00
15	25247345	25247426	SNORD115-42	0.00	0	0	0.00	0.00
15	25245478	25245559	SNORD115-41	0.00	0	0	0.00	0.00
15	25243614	25243695	SNORD115-40	0.00	0	0	0.00	0.00
15	25176832	25176913	SNORD115-4	0.00	0	0	0.00	0.00
15	25241746	25241827	SNORD115-39	0.00	0	0	0.00	0.00
15	25239838	25239919	SNORD115-38	0.00	0	0	0.00	0.00
15	25237986	25238067	SNORD115-37	0.00	0	0	0.00	0.00
15	25236085	25236166	SNORD115-36	0.00	0	0	0.00	0.00
15	25234247	25234328	SNORD115-35	0.00	0	0	0.00	0.00
15	25232387	25232468	SNORD115-34	0.00	0	0	0.00	0.00
15	25230838	25230919	SNORD115-33	0.00	0	0	0.00	0.00
15	25228967	25229048	SNORD115-32	0.00	0	0	0.00	0.00
15	25227109	25227190	SNORD115-31	0.00	0	0	0.00	0.00
15	25225203	25225284	SNORD115-30	0.00	0	0	0.00	0.00
15	25174927	25175008	SNORD115-3	0.00	0	0	0.00	0.00
15	25223246	25223327	SNORD115-29	0.00	0	0	0.00	0.00
15	25222354	25222427	SNORD115-28	0.00	0	0	0.00	0.00
15	25220503	25220578	SNORD115-27	0.00	0	0	0.00	0.00
15	25218617	25218698	SNORD115-26	0.00	0	0	0.00	0.00
15	25215541	25215622	SNORD115-25	0.00	0	0	0.00	0.00
15	25213659	25213729	SNORD115-24	0.00	0	0	0.00	0.00
15	25211796	25211877	SNORD115-23	0.00	0	0	0.00	0.00
15	25209918	25209999	SNORD115-22	0.00	0	0	0.00	0.00
15	25208083	25208163	SNORD115-21	0.00	0	0	0.00	0.00
15	25206262	25206343	SNORD115-20	0.00	0	0	0.00	0.00
15	25172635	25172716	SNORD115-2	0.00	0	0	0.00	0.00
15	25204357	25204438	SNORD115-19	0.00	0	0	0.00	0.00
15	25203227	25203308	SNORD115-18	0.00	0	0	0.00	0.00
15	25201323	25201404	SNORD115-17	0.00	0	0	0.00	0.00
15	25199448	25199529	SNORD115-16	0.00	0	0	0.00	0.00
15	25197576	25197656	SNORD115-15	0.00	0	0	0.00	0.00
15	25194921	25195001	SNORD115-14	0.00	0	0	0.00	0.00
15	25193321	25193402	SNORD115-13	0.00	0	0	0.00	0.00
15	25191416	25191497	SNORD115-12	0.00	0	0	0.00	0.00
15	25189414	25189495	SNORD115-11	0.00	0	0	0.00	0.00
15	25187536	25187616	SNORD115-10	0.00	0	0	0.00	0.00
15	25170723	25170804	SNORD115-1	0.00	0	0	0.00	0.00
14	100966029	100966099	SNORD114-9	0.00	0	0	0.00	0.00
14	100964781	100964851	SNORD114-8	0.00	0	0	0.00	0.00
14	100963054	100963129	SNORD114-7	0.00	0	0	0.00	0.00
14	100957166	100957236	SNORD114-6	0.00	0	0	0.00	0.00
14	100955370	100955438	SNORD114-5	0.00	0	0	0.00	0.00
14	100954344	100954447	SNORD114-4	0.00	0	0	0.00	0.00
14	100993236	100993309	SNORD114-31	0.00	0	0	0.00	0.00
14	100991919	100991989	SNORD114-30	0.00	0	0	0.00	0.00
14	100953349	100953422	SNORD114-3	0.00	0	0	0.00	0.00
14	100990091	100990159	SNORD114-29	0.00	0	0	0.00	0.00
14	100989130	100989200	SNORD114-28	0.00	0	0	0.00	0.00
14	100988161	100988229	SNORD114-27	0.00	0	0	0.00	0.00
14	100987046	100987116	SNORD114-26	0.00	0	0	0.00	0.00
14	100986057	100986127	SNORD114-25	0.00	0	0	0.00	0.00
14	100984777	100984847	SNORD114-24	0.00	0	0	0.00	0.00
14	100983876	100983946	SNORD114-23	0.00	0	0	0.00	0.00
14	100982926	100982996	SNORD114-22	0.00	0	0	0.00	0.00
14	100981975	100982045	SNORD114-21	0.00	0	0	0.00	0.00
14	100981004	100981074	SNORD114-20	0.00	0	0	0.00	0.00
14	100951856	100951932	SNORD114-2	0.00	0	0	0.00	0.00
14	100976477	100976550	SNORD114-19	0.00	0	0	0.00	0.00
14	100975825	100975895	SNORD114-18	0.00	0	0	0.00	0.00
14	100974806	100974879	SNORD114-17	0.00	0	0	0.00	0.00
14	100973595	100973663	SNORD114-16	0.00	0	0	0.00	0.00
14	100972670	100972740	SNORD114-15	0.00	0	0	0.00	0.00
14	100972103	100972176	SNORD114-14	0.00	0	0	0.00	0.00
14	100969879	100969951	SNORD114-13	0.00	0	0	0.00	0.00
14	100968948	100969021	SNORD114-12	0.00	0	0	0.00	0.00
14	100968111	100968184	SNORD114-11	0.00	0	0	0.00	0.00
14	100967052	100967122	SNORD114-10	0.00	0	0	0.00	0.00
14	100949833	100949903	SNORD114-1	0.00	0	0	0.00	0.00
14	100945649	100945719	SNORD113-9	0.00	0	0	0.00	0.00
14	100943451	100943523	SNORD113-8	0.00	0	0	0.00	0.00
14	100941126	100941201	SNORD113-7	0.00	0	0	0.00	0.00
14	100939556	100939629	SNORD113-6	0.00	0	0	0.00	0.00
14	100938187	100938263	SNORD113-5	0.00	0	0	0.00	0.00
14	100936491	100936564	SNORD113-4	0.00	0	0	0.00	0.00
14	100929919	100929989	SNORD113-3	0.00	0	0	0.00	0.00
14	100927342	100927412	SNORD113-2	0.00	0	0	0.00	0.00
14	100924821	100924890	SNORD113-1	0.00	0	0	0.00	0.00
14	100897920	100897996	SNORD112	0.00	0	0	0.00	0.00
16	70529499	70529599	SNORD111B	0.00	0	0	0.00	0.00
16	70538005	70538098	SNORD111	0.00	0	0	0.00	0.00
20	2654212	2654286	SNORD110	0.00	0	0	0.00	0.00
2	202293051	202293134	SNORD11	0.00	0	0	0.00	0.00
15	25278343	25278409	SNORD109B	0.00	0	0	0.00	0.00
15	25041974	25042040	SNORD109A	0.00	0	0	0.00	0.00
15	24986925	24986993	SNORD108	0.00	0	0	0.00	0.00
15	24981994	24982068	SNORD107	0.00	0	0	0.00	0.00
19	10109749	10109840	SNORD105B	0.00	0	0	0.00	0.00
19	10107651	10107735	SNORD105	0.00	0	0	0.00	0.00
17	64146078	64146157	SNORD104	0.00	0	0	0.00	0.00
1	30968163	30968237	SNORD103C	0.00	0	0	0.00	0.00
1	30949118	30949205	SNORD103B	0.00	0	0	0.00	0.00
1	30935689	30935776	SNORD103A	0.00	0	0	0.00	0.00
13	27255064	27255135	SNORD102	0.00	0	0	0.00	0.00
6	132815307	132815379	SNORD101	0.00	0	0	0.00	0.00
6	132816802	132816877	SNORD100	0.00	0	0	0.00	0.00
17	7576811	7576958	SNORD10	52.73	361.96	526.64	36.25	52.73
2	232866451	232878704	SNORC	0.04	0.44	0.14	0.04	0.01
12	123616710	123616840	SNORA9B	0.94	0	9.35	0.00	0.94
8	11705362	11705558	SNORA99	0.00	0	0	0.00	0.00
6	144405655	144405767	SNORA98	0.00	0	0	0.00	0.00
3	85062153	85062264	SNORA95	0.00	0	0	0.00	0.00
3	48604920	48605150	SNORA94	1.81	15.4	18.06	1.54	1.81
3	13618381	13618548	SNORA93	0.25	0	2.46	0.00	0.25
22	38224479	38224720	SNORA92	0.07	0	0.65	0.00	0.07
21	41948105	41948282	SNORA91	0.00	0	0	0.00	0.00
17	37244801	37244975	SNORA90	0.21	0	2.05	0.00	0.21
7	44985378	44985510	SNORA9	0.85	0	8.49	0.00	0.85
14	33708937	33709113	SNORA89	0.00	0	0	0.00	0.00
11	32143742	32143912	SNORA88	0.00	0	0	0.00	0.00
10	113045355	113045576	SNORA87	1.02	5.25	10.23	0.53	1.02
10	32901334	32901472	SNORA86	0.00	0	0	0.00	0.00
9	92292461	92292593	SNORA84	6.80	41.46	67.95	4.15	6.80
3	186786675	186786852	SNORA81	0.57	2.1	5.74	0.21	0.57
1	155919909	155920042	SNORA80E	0.00	0	0	0.00	0.00
7	6016877	6017011	SNORA80D	4.58	45.69	38.74	4.58	3.88
16	30419625	30419759	SNORA80C	0.00	0	0	0.00	0.00
2	10446714	10446849	SNORA80B	5.12	51.13	29.64	5.12	2.97
21	32377187	32377322	SNORA80A	5.94	7.3	59.28	0.73	5.94
11	93732361	93732499	SNORA8	0.00	0	0	0.00	0.00
3	129397210	129397348	SNORA7B	11.20	58.89	111.81	5.90	11.20
3	12840312	12840450	SNORA7A	15.22	152.01	88.24	15.22	8.84
14	20323179	20323326	SNORA79B	11.46	78.89	114.49	7.90	11.46
14	81202695	81202834	SNORA79	0.00	0	0	0.00	0.00
16	1965184	1965310	SNORA78	0.00	0	0	0.00	0.00
22	20126402	20126526	SNORA77B	0.00	0	0	0.00	0.00
1	203729581	203729705	SNORA77	0.00	0	0	0.00	0.00
4	17320746	17320882	SNORA75B	0.00	0	0	0.00	0.00
2	231455800	231455936	SNORA75	0.71	0	7.09	0.00	0.71
5	139276180	139276323	SNORA74D	1.61	16.06	5.32	1.61	0.53
10	49954212	49954415	SNORA74C-2	0.12	1.17	1.13	0.12	0.11
10	45984608	45984811	SNORA74C-1	0.00	0	0	0.00	0.00
5	173020726	173020929	SNORA74B	0.23	1.17	2.27	0.12	0.23
5	139278780	139278979	SNORA74A	3.54	35.13	35.31	3.52	3.54
1	28508558	28508762	SNORA73B	208.60	2082.89	2050.37	208.60	205.30
1	28507365	28507571	SNORA73A	304.75	2903.89	3043.55	290.82	304.75
8	98042086	98042217	SNORA72	0.00	0	0	0.00	0.00
20	38448083	38448218	SNORA71E	0.00	0	0	0.00	0.00
20	38433862	38433999	SNORA71D	32.64	148.15	326	14.84	32.64
20	38429667	38429804	SNORA71C	8.77	87.54	74.71	8.77	7.48
20	38425195	38425330	SNORA71B	6.58	65.74	22.23	6.58	2.23
20	38427306	38427443	SNORA71A	72.77	680.16	726.72	68.12	72.77
5	171366118	171366252	SNORA70J	0.00	0	0	0.00	0.00
2	214846947	214847081	SNORA70I	0.00	0	0	0.00	0.00
1	201978461	201978595	SNORA70H	0.00	0	0	0.00	0.00
12	68627234	68627375	SNORA70G	0.00	0	0	0.00	0.00
2	164687643	164687777	SNORA70F	0.00	0	0	0.00	0.00
11	83041464	83041598	SNORA70E	0.00	0	0	0.00	0.00
16	71698567	71698701	SNORA70D	0.00	0	0	0.00	0.00
9	117181066	117181201	SNORA70C	0.00	0	0	0.00	0.00
2	61417244	61417377	SNORA70B	0.00	0	0	0.00	0.00
X	154400281	154400415	SNORA70	76.26	761.48	751.6	76.26	75.26
X	119787353	119787484	SNORA69	0.00	0	0	0.00	0.00
19	32608337	32608469	SNORA68B	0.00	0	0	0.00	0.00
19	17862588	17862720	SNORA68	2.49	24.88	16.99	2.49	1.70
17	7577955	7578091	SNORA67	11.94	119.19	63.82	11.94	6.39
1	92840719	92840851	SNORA66	0.00	0	0	0.00	0.00
9	127448502	127448637	SNORA65	0.00	0	0	0.00	0.00
16	1962973	1963106	SNORA64	10.34	103.27	72.98	10.34	7.31
3	183453814	183453946	SNORA63E	0.00	0	0	0.00	0.00
3	183451859	183451990	SNORA63D	6.07	60.64	26.72	6.07	2.68
1	36418448	36418578	SNORA63C	0.00	0	0	0.00	0.00
3	186786323	186786447	SNORA63B	1.21	12.04	0	1.21	0.00
3	186787299	186787433	SNORA63	63.62	601.57	635.38	60.25	63.62
3	39411054	39411207	SNORA62	0.38	3.8	0	0.38	0.00
1	28579764	28579893	SNORA61	1.34	0	13.38	0.00	1.34
20	38449369	38449504	SNORA60	0.00	0	0	0.00	0.00
3	39408391	39408539	SNORA6	1.80	17.93	17.67	1.80	1.77
7	45104906	45105042	SNORA5C	0.71	7.01	7.09	0.70	0.71
7	45105968	45106099	SNORA5B	0.00	0	0	0.00	0.00
7	45104349	45104482	SNORA5A	4.77	47.66	24.33	4.77	2.44
17	19557560	19557711	SNORA59B	2.39	12.17	23.88	1.22	2.39
1	12507246	12507397	SNORA59A	2.39	12.17	23.88	1.22	2.39
1	154259727	154259862	SNORA58B	0.00	0	0	0.00	0.00
3	131478998	131479233	SNORA58	0.00	0	0	0.00	0.00
11	62665422	62665570	SNORA57	21.65	216.13	201.64	21.65	20.19
X	154774998	154775126	SNORA56	0.00	0	0	0.00	0.00
